ASVid,Genus,Species
ASV_1272,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1273,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1274,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1275,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1276,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1279,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1281,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1285,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1286,Nitrosovibrio,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1290,Nitrosovibrio,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1291,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1292,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1295,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1297,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1300,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1301,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1302,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1307,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1308,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1309,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1310,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1312,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1313,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1314,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1316,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1322,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1323,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1324,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1325,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1327,Nitrosomonas,Nitrosomonas-communis-Nm44_2676397764
ASV_1328,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1329,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1330,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1331,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1332,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1333,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1336,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1339,Nitrosomonas,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_1341,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1344,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1346,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1348,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1358,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_1359,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1362,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1364,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1366,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1368,Nitrosovibrio,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1371,Nitrosovibrio,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1373,Nitrosomonas,Nitrosomonas-communis-Nm44_2676397764
ASV_1376,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1377,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1378,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1380,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1384,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1390,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1392,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1400,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1401,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_1403,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1404,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1418,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1430,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1432,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1433,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1434,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1435,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1439,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1442,Nitrosomonas,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_1445,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1446,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1448,Nitrosomonas,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_1450,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1452,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1453,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1456,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1457,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_1462,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1463,Nitrosomonas,Nitrosomonas-sp-Is79A3_651001907
ASV_1480,Nitrosovibrio,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1481,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1485,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1486,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1488,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1489,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1495,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1499,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1503,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1504,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1513,Nitrosospira,Nitrosospira-sp-Nsp22_2737533475
ASV_1514,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1526,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1543,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1545,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1547,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1548,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1550,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1561,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_1570,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1573,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1577,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1588,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1591,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1611,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1621,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1633,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1636,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1637,Nitrosovibrio,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1641,Nitrosovibrio,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1642,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1651,Nitrosomonas,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_1654,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1658,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1659,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1680,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1681,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1687,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_1688,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1692,Nitrosomonas,Nitrosomonas-communis-Nm44_2676397764
ASV_1697,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_1700,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1703,Nitrosospira,Nitrosospira-sp-Nsp22_2737533475
ASV_1704,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1717,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1722,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1740,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1745,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1756,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1767,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_1770,Nitrosovibrio,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1772,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_1783,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_1801,Nitrosovibrio,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1806,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1811,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1812,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1814,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1821,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1822,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1826,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1830,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_1845,Nitrosospira,Nitrosospira-sp_2630434854
ASV_1861,Nitrosomonas,Nitrosomonas-sp-Is79A3_651001907
ASV_1865,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1881,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1884,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1888,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_1889,Nitrosomonas,Nitrosomonas-ureae-Nm42_2735374004
ASV_1894,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1896,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1901,Nitrosospira,Nitrosospira-briensis-C-128_2588205525
ASV_1904,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1907,Nitrosospira,Nitrosospira-sp_2636913388
ASV_1932,Nitrosomonas,Nitrosomonas-sp-Is79A3_651001907
ASV_1943,Nitrosovibrio,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1949,Nitrosospira,Nitrosospira-sp_2630434854
ASV_1950,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1969,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1970,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1985,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1986,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_1993,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_2009,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_2012,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_2030,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_2048,Nitrosomonas,Nitrosomonas-communis-Nm44_2676397764
ASV_2057,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2058,Nitrosomonas,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_2059,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2060,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_2061,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2063,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2064,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2065,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2066,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_2067,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2068,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2069,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_2070,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2071,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_2072,Nitrosomonas,Nitrosomonas-communis-Nm44_2676397764
ASV_2073,Nitrosomonas,Nitrosomonas-ureae-Nm15_2727950357
ASV_2074,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2075,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2076,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_2077,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
ASV_2078,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_2079,Nitrosomonas,Nitrosomonas-sp-Nm84_2737537902
ASV_2080,Nitrosospira,Nitrosospira-sp-17Nsp14_2671457573
ASV_2081,Nitrosolobus,Nitrosolobus-multiformis-Nl1_2667636517
